Date,Ticker,Close,Volume,RSI,StochK,BBLower,BBUpper,DonchLower,DonchUpper,WilliamsR,FearGreed,Patterns,Score,Opinion,ATR,StopLoss,TakeProfit,TrailingStop,TrailingStart,MACD,MACDSignal,MACDHistogram,SMA20,EMA20
2026-03-13,ABCL,3.49,2050235,49.72,50.71,2.97,3.89,2.96,3.84,-49.29,16,,50.00,HOLD,0.23,3.15,4.18,3.15,3.60,0.23,0.16,0.07,3.43,3.49
2026-03-13,BE,154.51,6559894,50.78,45.48,140.03,174.40,131.52,180.90,-54.52,16,DoubleBottom,120.00,HOLD,14.90,132.16,199.20,132.16,161.96,0.62,4.12,-3.50,157.22,154.67
2026-03-13,BMNR,20.54,80148881,46.45,43.65,18.82,21.59,18.65,22.76,-56.35,16,DoubleBottom,120.00,HOLD,1.75,17.91,25.80,17.91,21.42,0.05,-0.32,0.37,20.20,20.79
2026-03-13,CIEN,337.38,2142727,58.31,67.41,296.59,366.27,278.39,365.90,-32.59,16,,50.00,HOLD,23.65,301.91,408.32,301.91,349.20,9.26,22.67,-13.41,331.43,323.58
2026-03-13,DLO,11.34,713159,36.55,7.41,11.08,13.21,11.22,13.49,-92.59,16,,198.00,HOLD,0.56,10.50,13.03,10.50,11.62,-0.44,-0.35,-0.08,12.15,12.10
2026-03-13,DNA,6.80,1754354,40.97,15.61,5.18,10.22,6.26,9.72,-84.39,16,DoubleBottom,268.00,BUY,0.71,5.74,8.92,5.74,7.15,-1.42,-0.87,-0.55,7.70,7.45
2026-03-13,GEV,805.02,2255903,48.59,23.76,785.47,891.22,777.00,894.93,-76.24,16,DoubleBottom,120.00,HOLD,36.43,750.37,914.32,750.37,823.24,3.41,27.51,-24.10,838.35,821.12
2026-03-13,GLW,129.12,6648847,48.48,21.64,117.80,160.54,120.01,162.10,-78.36,16,,50.00,HOLD,8.13,116.93,153.51,116.93,133.18,-0.06,8.85,-8.90,139.17,133.38
2026-03-13,GOOGL,302.28,23640054,41.15,41.92,297.20,314.84,294.08,319.52,-58.08,16,DoubleBottom,120.00,HOLD,7.99,290.29,326.26,290.29,306.28,-3.60,-6.69,3.09,306.02,307.60
2026-03-13,INTC,45.77,67145310,49.98,57.44,43.11,47.77,41.64,48.83,-42.56,16,,50.00,HOLD,2.47,42.06,53.18,42.06,47.01,-0.56,-1.11,0.55,45.44,45.83
2026-03-13,IONQ,32.98,15282148,40.01,11.33,29.70,39.86,30.17,41.90,-88.67,16,,198.00,HOLD,2.74,28.87,41.19,28.87,34.35,0.95,0.56,0.39,34.78,35.33
2026-03-13,OPEN,4.95,42965784,46.88,34.73,4.47,5.48,4.26,5.59,-65.27,16,,50.00,HOLD,0.40,4.35,6.14,4.35,5.15,0.14,0.14,0.01,4.97,5.04
2026-03-13,PLTR,150.95,42212989,53.16,67.46,124.97,162.55,126.37,161.45,-32.54,16,,50.00,HOLD,6.94,140.54,171.76,140.54,154.42,8.68,3.47,5.21,143.76,148.03
2026-03-13,POET,6.83,12390767,53.75,40.50,5.19,7.66,5.31,8.27,-59.50,16,,50.00,HOLD,0.65,5.86,8.77,5.86,7.15,0.54,0.39,0.15,6.43,6.63
2026-03-13,TSLA,391.20,57370326,40.02,25.17,388.48,418.55,381.40,420.34,-74.83,16,DoubleBottom,120.00,HOLD,13.69,370.67,432.26,370.67,398.04,-8.05,-6.29,-1.75,403.52,403.72
2026-03-13,UPST,26.36,6740101,32.59,16.81,25.22,31.53,25.60,32.83,-83.19,16,DoubleBottom,268.00,BUY,1.96,23.41,32.25,23.41,27.34,-2.36,-3.42,1.06,28.37,29.23
